Date,Location,Results,Layer,Latitude,Longitude
2010-08-29,Canada,648.0,Nation,61.0666922,-107.9917071
2010-09-05,Canada,857.0,Nation,61.0666922,-107.9917071
2010-09-12,Canada,1121.0,Nation,61.0666922,-107.9917071
2010-09-19,Canada,1409.0,Nation,61.0666922,-107.9917071
2010-09-26,Canada,1519.0,Nation,61.0666922,-107.9917071
2010-10-03,Canada,1552.0,Nation,61.0666922,-107.9917071
2010-10-10,Canada,1486.0,Nation,61.0666922,-107.9917071
2010-10-17,Canada,1486.0,Nation,61.0666922,-107.9917071
2010-10-24,Canada,1419.0,Nation,61.0666922,-107.9917071
2010-10-31,Canada,1594.0,Nation,61.0666922,-107.9917071
2010-11-07,Canada,1613.0,Nation,61.0666922,-107.9917071
2010-11-14,Canada,1797.0,Nation,61.0666922,-107.9917071
2010-11-21,Canada,1815.0,Nation,61.0666922,-107.9917071
2010-11-28,Canada,1960.0,Nation,61.0666922,-107.9917071
2010-12-05,Canada,2174.0,Nation,61.0666922,-107.9917071
2010-12-12,Canada,2526.0,Nation,61.0666922,-107.9917071
2010-12-19,Canada,3062.0,Nation,61.0666922,-107.9917071
2010-12-26,Canada,3816.0,Nation,61.0666922,-107.9917071
2011-01-02,Canada,3924.0,Nation,61.0666922,-107.9917071
2011-01-09,Canada,3448.0,Nation,61.0666922,-107.9917071
2011-01-16,Canada,3350.0,Nation,61.0666922,-107.9917071
2011-01-23,Canada,3162.0,Nation,61.0666922,-107.9917071
2011-01-30,Canada,2952.0,Nation,61.0666922,-107.9917071
2011-02-06,Canada,2735.0,Nation,61.0666922,-107.9917071
2011-02-13,Canada,2307.0,Nation,61.0666922,-107.9917071
2011-02-20,Canada,2313.0,Nation,61.0666922,-107.9917071
2011-02-27,Canada,2182.0,Nation,61.0666922,-107.9917071
2011-03-06,Canada,2023.0,Nation,61.0666922,-107.9917071
2011-03-13,Canada,1784.0,Nation,61.0666922,-107.9917071
2011-03-20,Canada,1665.0,Nation,61.0666922,-107.9917071
2011-03-27,Canada,1476.0,Nation,61.0666922,-107.9917071
2011-04-03,Canada,1348.0,Nation,61.0666922,-107.9917071
2011-04-10,Canada,1172.0,Nation,61.0666922,-107.9917071
2011-04-17,Canada,1097.0,Nation,61.0666922,-107.9917071
2011-04-24,Canada,1011.0,Nation,61.0666922,-107.9917071
2011-05-01,Canada,879.0,Nation,61.0666922,-107.9917071
2011-05-08,Canada,766.0,Nation,61.0666922,-107.9917071
2011-05-15,Canada,775.0,Nation,61.0666922,-107.9917071
2011-05-22,Canada,683.0,Nation,61.0666922,-107.9917071
2011-05-29,Canada,625.0,Nation,61.0666922,-107.9917071
2011-06-05,Canada,606.0,Nation,61.0666922,-107.9917071
2011-06-12,Canada,518.0,Nation,61.0666922,-107.9917071
2011-06-19,Canada,476.0,Nation,61.0666922,-107.9917071
2011-06-26,Canada,410.0,Nation,61.0666922,-107.9917071
2011-07-03,Canada,409.0,Nation,61.0666922,-107.9917071
2011-07-10,Canada,354.0,Nation,61.0666922,-107.9917071
2011-07-17,Canada,332.0,Nation,61.0666922,-107.9917071
2011-07-24,Canada,243.0,Nation,61.0666922,-107.9917071
2011-07-31,Canada,323.0,Nation,61.0666922,-107.9917071
2011-08-07,Canada,180.0,Nation,61.0666922,-107.9917071
2011-08-14,Canada,231.0,Nation,61.0666922,-107.9917071
2011-08-21,Canada,211.0,Nation,61.0666922,-107.9917071
2011-08-28,Canada,238.0,Nation,61.0666922,-107.9917071
2011-09-04,Canada,372.0,Nation,61.0666922,-107.9917071
2011-09-11,Canada,476.0,Nation,61.0666922,-107.9917071
2011-09-18,Canada,764.0,Nation,61.0666922,-107.9917071
2011-09-25,Canada,1030.0,Nation,61.0666922,-107.9917071
2011-10-02,Canada,1120.0,Nation,61.0666922,-107.9917071
2011-10-09,Canada,1248.0,Nation,61.0666922,-107.9917071
2011-10-16,Canada,1467.0,Nation,61.0666922,-107.9917071
2011-10-23,Canada,1679.0,Nation,61.0666922,-107.9917071
2011-10-30,Canada,1926.0,Nation,61.0666922,-107.9917071
2011-11-06,Canada,1919.0,Nation,61.0666922,-107.9917071
2011-11-13,Canada,1950.0,Nation,61.0666922,-107.9917071
