Date,Location,Results,Layer,Latitude,Longitude
2009-12-13,Argentina,87.0,State,-34.9964963,-64.9672817
2009-12-20,Argentina,63.0,State,-34.9964963,-64.9672817
2009-12-27,Argentina,64.0,State,-34.9964963,-64.9672817
2010-01-03,Argentina,62.0,State,-34.9964963,-64.9672817
2010-01-10,Argentina,62.0,State,-34.9964963,-64.9672817
2010-01-17,Argentina,67.0,State,-34.9964963,-64.9672817
2010-01-24,Argentina,67.0,State,-34.9964963,-64.9672817
2010-01-31,Argentina,65.0,State,-34.9964963,-64.9672817
2010-02-07,Argentina,70.0,State,-34.9964963,-64.9672817
2010-02-14,Argentina,68.0,State,-34.9964963,-64.9672817
2010-02-21,Argentina,71.0,State,-34.9964963,-64.9672817
2010-02-28,Argentina,70.0,State,-34.9964963,-64.9672817
2010-03-07,Argentina,71.0,State,-34.9964963,-64.9672817
2010-03-14,Argentina,92.0,State,-34.9964963,-64.9672817
2010-03-21,Argentina,98.0,State,-34.9964963,-64.9672817
2010-03-28,Argentina,95.0,State,-34.9964963,-64.9672817
2010-04-04,Argentina,109.0,State,-34.9964963,-64.9672817
2010-04-11,Argentina,114.0,State,-34.9964963,-64.9672817
2010-04-18,Argentina,127.0,State,-34.9964963,-64.9672817
2010-04-25,Argentina,142.0,State,-34.9964963,-64.9672817
2010-05-02,Argentina,134.0,State,-34.9964963,-64.9672817
2010-05-09,Argentina,163.0,State,-34.9964963,-64.9672817
2010-05-16,Argentina,180.0,State,-34.9964963,-64.9672817
2010-05-23,Argentina,186.0,State,-34.9964963,-64.9672817
2010-05-30,Argentina,186.0,State,-34.9964963,-64.9672817
2010-06-06,Argentina,196.0,State,-34.9964963,-64.9672817
2010-06-13,Argentina,210.0,State,-34.9964963,-64.9672817
2010-06-20,Argentina,207.0,State,-34.9964963,-64.9672817
2010-06-27,Argentina,211.0,State,-34.9964963,-64.9672817
2010-07-04,Argentina,187.0,State,-34.9964963,-64.9672817
2010-07-11,Argentina,200.0,State,-34.9964963,-64.9672817
2010-07-18,Argentina,185.0,State,-34.9964963,-64.9672817
2010-07-25,Argentina,192.0,State,-34.9964963,-64.9672817
2010-08-01,Argentina,175.0,State,-34.9964963,-64.9672817
2010-08-08,Argentina,194.0,State,-34.9964963,-64.9672817
2010-08-15,Argentina,187.0,State,-34.9964963,-64.9672817
2010-08-22,Argentina,181.0,State,-34.9964963,-64.9672817
2010-08-29,Argentina,165.0,State,-34.9964963,-64.9672817
2010-09-05,Argentina,153.0,State,-34.9964963,-64.9672817
2010-09-12,Argentina,143.0,State,-34.9964963,-64.9672817
2010-09-19,Argentina,138.0,State,-34.9964963,-64.9672817
2010-09-26,Argentina,150.0,State,-34.9964963,-64.9672817
2010-10-03,Argentina,155.0,State,-34.9964963,-64.9672817
2010-10-10,Argentina,146.0,State,-34.9964963,-64.9672817
2010-10-17,Argentina,154.0,State,-34.9964963,-64.9672817
2010-10-24,Argentina,145.0,State,-34.9964963,-64.9672817
2010-10-31,Argentina,149.0,State,-34.9964963,-64.9672817
2010-11-07,Argentina,133.0,State,-34.9964963,-64.9672817
2010-11-14,Argentina,139.0,State,-34.9964963,-64.9672817
2010-11-21,Argentina,124.0,State,-34.9964963,-64.9672817
2010-11-28,Argentina,106.0,State,-34.9964963,-64.9672817
2010-12-05,Argentina,91.0,State,-34.9964963,-64.9672817
2010-12-12,Argentina,90.0,State,-34.9964963,-64.9672817
2010-12-19,Argentina,71.0,State,-34.9964963,-64.9672817
2010-12-26,Argentina,70.0,State,-34.9964963,-64.9672817
2011-01-02,Argentina,67.0,State,-34.9964963,-64.9672817
2011-01-09,Argentina,63.0,State,-34.9964963,-64.9672817
2011-01-16,Argentina,62.0,State,-34.9964963,-64.9672817
2011-01-23,Argentina,65.0,State,-34.9964963,-64.9672817
2011-01-30,Argentina,67.0,State,-34.9964963,-64.9672817
2011-02-06,Argentina,67.0,State,-34.9964963,-64.9672817
